StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Participant ID,Current classes,Current classes_4_TEXT,Previous classes,Previous classes_4_TEXT,OS,OS_4_TEXT,Computer age,Laptop issues,EssayProduceAGraph,EssayLearningR,EssayRBenefits,R use#1_1,R use#2_1,Anxiety#1_1,Anxiety#1_2,Anxiety#2_1,Anxiety#2_2,Computing programs#1_1,Computing programs#1_2,Computing programs#1_3,Computing programs#1_4,Computing programs#2_1,Computing programs#2_2,Computing programs#2_3,Computing programs#2_4,R skills#1_1,R skills#1_2,R skills#1_3,R skills#1_4,R skills#1_5,R skills#1_6,R skills#1_7,R skills#1_8,R skills#1_9,R skills#1_10,R skills#2_1,R skills#2_2,R skills#2_3,R skills#2_4,R skills#2_5,R skills#2_6,R skills#2_7,R skills#2_8,R skills#2_9,R skills#2_10,Math skills#1_1,Math skills#1_2,Math skills#1_3,Math skills#1_4,Math skills#1_5,Math skills#1_6,Math skills#1_7,Math skills#1_8,Math skills#2_1,Math skills#2_2,Math skills#2_3,Math skills#2_4,Math skills#2_5,Math skills#2_6,Math skills#2_7,Math skills#2_8,External help_1,External help_2,External help_3,Perseverance,Computer savviness,Effort,Engagement,Future classes#1_1,Future classes#2_1,Job search,Dream job,Age,Gender,Race,Ethnicity,Major,Academic standing,Categories_1,Categories_2,Categories_3,Categories_4,High school math,High school particip
4/10/24 13:04,4/10/24 13:14,100,651,TRUE,4/10/24 13:14,R_3V7x1PnG1Chv3KW,,,,,anonymous,EN,"I consent, begin the study",14dbf9be,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Quantitative Wildlife Ecology (WIS 4601)",,,,Windows,,0 - 2 years old,Rarely,"I would use the ggplot2 package in R and the normal function for whatever graph desired (hist, barplot, etc.) with the variables (x,y), and labels for the main title, x-axis, and y-axis, and whatever desired colors. ",I'm not very tech-savy,"More job opportunities involving R
More possibilities for research and data analysis being able to use R",Somewhat likely,Very likely,Moderate anxiety,Low anxiety,Very low anxiety,Low anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Very proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Very proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Extremely comfortable,Slightly comfortable,1 - 2 hours,Slightly technologically proficient,Moderate effort,Very engaged,Slightly interested,Very interested,Extremely helpful,Very interested,20,Female,White or Caucasian,No,Wildlife Ecology and Conservation,Junior,No,No,No,No,No,
4/10/24 13:04,4/10/24 13:15,100,642,TRUE,4/10/24 13:15,R_3cjOxARLSIWnmIp,,,,,anonymous,EN,"I consent, begin the study",bee230f3,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501)",,,,Windows,,4 - 6 years old,Rarely,"Open R through the desktop application, upload the data (likely using read.csv), ensure the data looks correct using head() or another similar function, and use a graphing function like hist or plot to produce a graph with specifications to my liking (labels, colors, keys, etc).","When trying to troubleshoot or learn more information online, a lot of public forums or tutorials on R don't feel like they're aimed at beginners and require a lot of background knowledge about the program that I don't have. It can be difficult to get information outside of the classroom setting.","R is a good tool for analyzing data and is also used by a lot of agencies. Knowing how to use R (or similar programming languages) would help me be able to conduct research, work with data, and has the bonus of serving as a great bullet point on a CV.",Neutral,Very likely,Moderate anxiety,High anxiety,Very low anxiety,Low anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Very proficient,Very proficient,No proficiency,No proficiency,Very proficient,Moderately proficient,Very proficient,No proficiency,Slightly proficient,Moderately proficient,No proficiency,Moderately proficient,Slightly proficient,No proficiency,Extremely proficient,Very proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Slightly proficient,Very proficient,Very proficient,Slightly proficient,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Very proficient,Moderately proficient,Very proficient,Very comfortable,Not at all comfortable,Slightly comfortable,5 - 30 minutes,Moderately technologically proficient,Moderate effort,Moderately engaged,Moderately interested,Very interested,Extremely helpful,Extremely interested,20,Non-binary,White or Caucasian,No,Wildlife Ecology and Conservation,Senior,No,No,Yes,Yes,Yes,Yes
4/10/24 13:05,4/10/24 13:15,100,625,TRUE,4/10/24 13:15,R_7f66WPSyTQxBbd7,,,,,anonymous,EN,"I consent, begin the study",c5119a87,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501)",,,,Windows,,2 - 4 years old,Rarely,"Depends on the type of data I was working with, usually the stuff I'm given both at my work and in class would be stuff that I could likely sort out in excel and produce decent graphs in the powerpoint. If I knew a bit more about transferring data that I personally collect into R, then I would likely be more comfortable making graphs there. ",I still don't feel its as intuitive as I want it to be and there are a lot of commands to keep track of for coding exactly how I want to. There are many times where I feel like I perfectly understand what the questions asked of me are and I get the subject but I can't translate those thoughts to R,Definitely speeding up the processing of data and getting more meaningful results out of it once I become proficient enough at it. ,Very unlikely,Somewhat likely,Low anxiety,High anxiety,Very low anxiety,Moderate anxiety,Moderately proficient,Very proficient,No proficiency,No proficiency,Extremely proficient,Very proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Extremely proficient,Extremely proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Extremely proficient,Moderately proficient,Slightly proficient,Moderately proficient,Extremely proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Extremely proficient,Very proficient,Moderately proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Extremely comfortable,Moderately comfortable,Very comfortable,30 minutes - 1 hour,Very technologically proficient,Low effort,Very engaged,Very interested,Very interested,Extremely helpful,Extremely interested,22,Male,White or Caucasian,Yes,Wildlife Ecology & Conservation,Senior,No,No,Yes,Yes,I'm not sure,No
4/10/24 13:03,4/10/24 13:15,100,715,TRUE,4/10/24 13:15,R_6vHYVwYH9zK77CF,,,,,anonymous,EN,"I consent, begin the study",4f500035,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Windows,,2 - 4 years old,Rarely,"After creating a data frame or vector of my data in R, I would use functions such as plot(), hist(), scatter(), etc. to create my graph, depending on what type of graph I am trying to produce. ","The most challenging part is not having ample resources that I understand. Having the lectures from this course and a professor or TA to ask questions are both very valuable resources. Without them, figuring out code would be much harder in some instances. ","R is a great language to organize, analyze, and visually display data. If I ever conduct any research of my own, I would definitely choose R over other data analysis tools such as excel. ",Very unlikely,Very likely,Moderate anxiety,Moderate anxiety,Very low anxiety,Low anxiety,No proficiency,Very proficient,No proficiency,No proficiency,Very proficient,Very proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,,No proficiency,No proficiency,Extremely proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Slightly comfortable,Very comfortable,Moderately comfortable,5 - 30 minutes,Very technologically proficient,Moderate effort,Very engaged,Moderately interested,Very interested,Extremely helpful,Very interested,21,Female,White or Caucasian,No,Marine Science,Junior,No,No,No,Yes,Yes,Yes
4/10/24 13:05,4/10/24 13:16,100,711,TRUE,4/10/24 13:16,R_7Jg9bWLGy9SjXuF,,,,,anonymous,EN,"I consent, begin the study",66c48d9a,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Windows,,2 - 4 years old,Sometimes,"I would evaluate what kind of data I have and what kind of question I'm investigating in order to decide which graph I want to use. I'd probably use R studio as my programming language, and I'd use several colors or patterns to help the graph become visually appealing. ","Understanding how to format different functions, when the best time for using different functions, and how to use the function to its fullest extent. ","Calculations, simplification, and visualization of data. It's just a big stats calculator that helps scientists analyze their data. ",Very unlikely,Somewhat likely,Very high anxiety,Very high anxiety,Moderate anxiety,High anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Slightly proficient,Slightly proficient,Moderately comfortable,Slightly comfortable,Slightly comfortable,30 minutes - 1 hour,Slightly technologically proficient,Moderate effort,Very engaged,Slightly interested,Moderately interested,Extremely helpful,Moderately interested,21,Non-binary,"White or Caucasian,Asian",No,Wildlife Ecology and Conservation,Junior,No,No,No,Yes,I'm not sure,No
4/10/24 13:10,4/10/24 13:17,100,384,TRUE,4/10/24 13:17,R_7MMwN8miTt5C6Od,,,,,anonymous,EN,"I consent, begin the study",133752,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Mac,,0 - 2 years old,Rarely,,,,Neutral,Very likely,Moderate anxiety,Low anxiety,Low anxiety,Low anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Very comfortable,Extremely comfortable,Extremely comfortable,1 - 2 hours,Very technologically proficient,Moderate effort,Extremely engaged,,,Very helpful,Very interested,21,Male,White or Caucasian,No,Wildlife Ecology & Conservation,Junior,Yes,No,No,No,Yes,Yes
4/10/24 13:07,4/10/24 13:19,100,739,TRUE,4/10/24 13:19,R_5Fgr5aeaA8z050Z,,,,,anonymous,EN,"I consent, begin the study",5432ef61,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,,,Mac,,0 - 2 years old,Never,"If asked to produce a graph for a lab report, I would most likely use R or Microsoft excel, depending on the format of the data. I feel comfortable uploading data to R, and then turning it into a presentable graph with labeled axes, title, legend, and any other component necessary.","I feel like it is sometimes hard to figure out the best way to organize my R code, but as long as I keep my mind to it and use resources available like lectures, cheat sheets, and the internet I will be able to figure things out.","I see major benefits when it comes to applying for internships and jobs, as well as for my professional career when I will be doing data analysis. Learning R has been worth the time and effort in this class.",Very unlikely,Somewhat likely,High anxiety,Moderate anxiety,Low anxiety,Low anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,Very proficient,Moderately proficient,Very proficient,Slightly proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Slightly proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Slightly proficient,Moderately proficient,Very proficient,Moderately comfortable,Very comfortable,Very comfortable,30 minutes - 1 hour,Moderately technologically proficient,High effort,Very engaged,Moderately interested,Extremely interested,Extremely helpful,Moderately interested,22,Male,White or Caucasian,Yes,Wildlife Ecology and Conservation,Senior,No,No,No,Yes,Yes,No
4/11/24 11:51,4/11/24 12:06,100,949,TRUE,4/11/24 12:06,R_1QSfKRNQck51qlm,,,,,anonymous,EN,"I consent, begin the study",f3cf9d00,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,0 - 2 years old,Rarely,"I would likely use R or Excel, but it depends on the dataset and the context of the presentation/report.",Maybe time available to practice,"R is a lot more streamlined than other computing software so it can speed up the data analysis aspect of research. Also, plugins like ggplot can make nicer-looking graphs for presentations.",Very unlikely,Somewhat likely,Low anxiety,Very low anxiety,Very low anxiety,Very low anxiety,No proficiency,Very proficient,Slightly proficient,No proficiency,Very proficient,Very proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Extremely proficient,Extremely proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,No proficiency,Very proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Very proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Extremely proficient,Very proficient,Moderately proficient,Moderately comfortable,Very comfortable,Moderately comfortable,1 - 2 hours,Very technologically proficient,Moderate effort,Moderately engaged,Slightly interested,Very interested,Moderately helpful,Moderately interested,21,Female,White or Caucasian,No,Wildlife Ecology and Conservation,Junior,No,No,No,No,Yes,Yes
4/11/24 12:00,4/11/24 12:09,100,526,TRUE,4/11/24 12:09,R_7lQgiGGPh6g83Nu,,,,,anonymous,EN,"I consent, begin the study",683fd65d,Quantitative Wildlife Ecology (WIS 4601),,,,Mac,,2 - 4 years old,Sometimes,"Before this class I definitely would have used excel to generate graphs. However, due to the greater quality as well as control, all of which I have learned in class, I would now us R, specifically ggplot, to generate these graphs. The exact process that I would use would be dependent on the context of the graph that I would be making.   ",None. ,Greater ability to be prepared for the workforce as well as candidate for hire. I have a greater understanding of statistics as well. ,Very unlikely,Very likely,Moderate anxiety,Moderate anxiety,Low anxiety,Low anxiety,No proficiency,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Very comfortable,Slightly comfortable,2 - 7 hours,Moderately technologically proficient,Moderate effort,Very engaged,Slightly interested,Moderately interested,Very helpful,Moderately interested,22,Male,White or Caucasian,No,Natural Resource Conservation ,Senior,No,No,No,No,Yes,Yes
4/11/24 11:59,4/11/24 12:10,100,639,TRUE,4/11/24 12:10,R_6rBCPF0SZa5v6Ij,,,,,anonymous,EN,"I consent, begin the study",5d3d9aa0,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Rarely,"If given the choice, I would produce a graph in Excel for a lab report or presentation. I would have the data in the excel sheet and using the graphing functions on Excel to produce a graph by highlighting the data I want displayed. I would then change the way the graph looks using the editing tools.",I don't face significant challenges in learning R. I may be able to learn it better if I took another course on it just for more experience.,R simplifies some statistical analysis and can make nice figures. I am more confident in Excel but can see that learning R is a beneficial skill for me. It will make me more hire-able and competent in the field.,Somewhat unlikely,Neutral,High anxiety,Moderate anxiety,Low anxiety,Low anxiety,Slightly proficient,Very proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,No proficiency,No proficiency,Extremely proficient,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Moderately proficient,Very proficient,No proficiency,Extremely proficient,Moderately proficient,Very proficient,No proficiency,Moderately proficient,Slightly proficient,Very proficient,Extremely proficient,Extremely proficient,No proficiency,Extremely proficient,Extremely proficient,Extremely proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Extremely proficient,Very proficient,Very proficient,Extremely proficient,Very comfortable,Extremely comfortable,Slightly comfortable,5 - 30 minutes,Moderately technologically proficient,Moderate effort,Very engaged,Not interested,Slightly interested,Extremely helpful,Moderately interested,21,Female,White or Caucasian,No,Wildlife Ecology and Conservation,Junior,No,No,No,No,Yes,Yes
4/11/24 11:51,4/11/24 12:11,100,1177,TRUE,4/11/24 12:11,R_3DUpGnrCnM6kSXd,,,,,anonymous,EN,"I consent, begin the study",c162606b,"Quantitative Wildlife Ecology (WIS 4601),Other",WIS3553C,,,Windows,,2 - 4 years old,Rarely,,"I think the fast paced environment of a university level class makes it hard to retain the information for when it is needed. Since we're learning so much code in little time, it is sometimes hard to remember how to code what's needed, but I am able to remember the process.",I want to keep pursuing research. Knowing how to use R ensures a competitive edge against other applicants and ensures independence in my own future projects.,Somewhat unlikely,Somewhat likely,Moderate anxiety,Moderate anxiety,Moderate anxiety,Low anxiety,Slightly proficient,Very proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,No proficiency,No proficiency,Very proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Extremely proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Extremely proficient,Moderately proficient,Extremely proficient,Moderately proficient,Slightly proficient,Very proficient,Very proficient,Extremely proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,No proficiency,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Very proficient,Extremely proficient,Extremely proficient,Moderately proficient,Very proficient,Very comfortable,Moderately comfortable,Extremely comfortable,1 - 2 hours,Moderately technologically proficient,High effort,Extremely engaged,Very interested,Extremely interested,Extremely helpful,Extremely interested,21,Female,White or Caucasian,Yes,wildlife ecology and conservation,Junior,No,No,Yes,Yes,No,
4/11/24 12:05,4/11/24 12:14,100,552,TRUE,4/11/24 12:14,R_2Ol7xldeeSYWv1n,,,,,anonymous,EN,"I consent, begin the study",d7b08ae3,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Sometimes,"Typically I use Excel to produce graphs because I like being able to customize them without coding for it. This has worked in the past for me for simple graphs such as bar plots, scatterplots, etc. However, if it were a more complicated graph or one that involved more variables than I know how to input in Excel, I'd likely use RStudio on Posit Cloud. ","Lack of exposure. Outside of class and some of my research, I don't use it frequently, so it fades away.",I see the benefit in reducing human error through hand calculations or calculations in a spreadsheet program where a person could forget to highlight certain cells or make other mistakes. It's also much quicker because you can automate certain tasks and create formulas so you're not retyping the same thing many times. ,Somewhat unlikely,Somewhat likely,Very high anxiety,Very high anxiety,Moderate anxiety,Moderate anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,Moderately proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,Very proficient,Very proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Very proficient,Moderately proficient,No proficiency,Moderately proficient,Slightly proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,Slightly proficient,Moderately proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very comfortable,Very comfortable,Slightly comfortable,5 - 30 minutes,Slightly technologically proficient,Moderate effort,Moderately engaged,Moderately interested,Extremely interested,Very helpful,Very interested,21,Female,White or Caucasian,No,Natural Resource Conservation,Senior,No,No,No,No,No,
4/11/24 12:00,4/11/24 12:16,100,992,TRUE,4/11/24 12:16,R_2xHAeFsrQg2oZfb,,,,,anonymous,EN,"I consent, begin the study",3d22f136,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Rarely,"Typically, I would make a graph in Excel, since the program easily allows for one to construct a graph from a table. However, since I have been using R, I've found that it is also helpful for constructing graphs, which are typically done using a function that pulls data from a table. ","I do not feel that there are many major challenges for me in learning R, I would say there may be certain knowledge gaps since I am still in the process of really learning how to use the program for statistical purposes.","One benefit from using R is that it may help me in future careers, especially those related to studying wildlife populations, since R is an excellent tool for modeling wildlife populations and running statistical tests on those populations.  ",Neutral,Somewhat likely,Moderate anxiety,Moderate anxiety,Low anxiety,Low anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,No proficiency,Very proficient,Moderately proficient,Very proficient,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very comfortable,Very comfortable,Very comfortable,1 - 2 hours,Moderately technologically proficient,Moderate effort,Very engaged,Not interested,Moderately interested,Very helpful,Moderately interested,22,Male,White or Caucasian,No,Wildlife Ecology and Conservation,Senior,Yes,,,,Yes,Yes
4/11/24 12:00,4/11/24 12:18,100,1044,TRUE,4/11/24 12:18,R_2UaWOwp9FIrovbn,,,,,anonymous,EN,"I consent, begin the study",cbee50e6,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,0 - 2 years old,Sometimes,I would base how I produce the graph off of the information being presented in the report/presentation. I feel comfortable enough with R now to make pretty simple graphs and feel like I would be able to look up pieces of code to plug into my script as needed for simple tasks like changing dot symbols or colors. I feel like anything requiring more complex formatting would be much more difficult and frustrating if I was expected to do it alone. I would likely seek out mentors or tutors for assistance. Any manual adjustments to visual data I would likely draw myself on my iPad through the Procreate app since I feel more confident in my drawing skills than my coding skills.,"The man challenges I feel are things like User Interface difficulties and vocabulary difficulties. I feel that often when I try to look up how to solve an issue in code, the answer provided often has code pieces in it that I am not familiar with that are not explained and I then have to try and track that information down. I am a visual learner and being able to define what each portion of the code does to the final product is very helpful, so blocking out pieces and defining them is very helpful like “ the section between these parentheses adjusts the color of the line” and highlighting that portion of the code.","I feel like R and other programming languages will be very beneficial for digital science communication as they provide avenues of visual organization that are much easier for people to read, and is significantly faster to create than manual drawings.",Very unlikely,Somewhat likely,Very high anxiety,Very high anxiety,Moderate anxiety,Moderate anxiety,No proficiency,Slightly proficient,No proficiency,Slightly proficient,Moderately proficient,Slightly proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Very proficient,Slightly proficient,No proficiency,Very proficient,Moderately proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Extremely proficient,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very comfortable,Moderately comfortable,Slightly comfortable,30 minutes - 1 hour,Slightly technologically proficient,Moderate effort,Extremely engaged,Not interested,Moderately interested,Very helpful,Moderately interested,24,Prefer not to say,White or Caucasian,No,Wildlife Ecology and Conservation,Junior,Yes,Yes,No,Yes,No,
4/11/24 12:00,4/11/24 12:20,100,1205,TRUE,4/11/24 12:20,R_7OGelKkRFHeCU6t,,,,,anonymous,EN,"I consent, begin the study",89184849,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Rarely,Depending on the nature of the graph I could use r coding such as ggplot functions to create a graph of I could put data into excel and create a graph through that.,I wish I had more time to dedicate to coding. I’ve been so busy with school and extracurriculars that it’s hard for me to take the time I’d like to go through the worksheets and really learn and understand the code to the best of my abilities.,I think R can assess large data sets or run computations significantly faster and more efficiently than a person could do manually.,Somewhat unlikely,Somewhat likely,Very high anxiety,High anxiety,Moderate anxiety,Moderate anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Extremely proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Extremely proficient,Moderately proficient,No proficiency,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Very proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Extremely comfortable,Very comfortable,Very comfortable,1 - 2 hours,Moderately technologically proficient,Moderate effort,Very engaged,Very interested,Extremely interested,Extremely helpful,Extremely interested,22,Female,Other,Yes,Wildlife Ecology & Conservation,Senior,Yes,No,No,Yes,Yes,No
4/11/24 12:00,4/11/24 12:28,100,1648,TRUE,4/11/24 12:28,R_5qrdMH04vd756fh,,,,,anonymous,EN,"I consent, begin the study",0bac740a,Quantitative Wildlife Ecology (WIS 4601),,,,Windows,,2 - 4 years old,Rarely,"If it was an easy graph I would still use google docs or Excel because I still find those easier at this point. A more advanced graph or one that used more scientific data would be better to make in R. I know the plot, barplot, and hist functions fairly well and could make graphs with those. The other types of graphs I could also do as long as we did them in class because I downloaded all the lab assignments.",I just need more time to practice. I also need to be forced to practice because I won’t want to do it in my free time. Having to write my own code has been the most helpful way of learning it.,"It would make you very competitive I think in the job market. Also if you ever needed to take a remote job for a while, being able to use R is probably a good way to secure that.",Very unlikely,Somewhat likely,Very high anxiety,Very high anxiety,High anxiety,Very high anxiety,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Extremely comfortable,Slightly comfortable,Slightly comfortable,5 - 30 minutes,Moderately technologically proficient,Moderate effort,Very engaged,Not interested,Moderately interested,Extremely helpful,Moderately interested,20,Male,White or Caucasian,No,Wildlife Ecology and Conservation ,Junior,No,No,No,Yes,Yes,Yes
