"RecordedDate","ResponseId","Participant.ID","Current.classes","Current.classes_4_TEXT","Previous.classes","Previous.classes_4_TEXT","OS","OS_4_TEXT","Computer.age","Laptop.issues","EssayProduceAGraph","EssayLearningR","EssayRBenefits","Age","Gender","Race","Ethnicity","Major","Academic.standing","Categories_1","Categories_2","Categories_3","Categories_4","High.school.math","High.school.particip","R.use.1_1","R.use.2_1","Anxiety.1_1","Anxiety.1_2","Anxiety.2_1","Anxiety.2_2","Computing.programs.1_1","Computing.programs.1_2","Computing.programs.1_3","Computing.programs.1_4","Computing.programs.2_1","Computing.programs.2_2","Computing.programs.2_3","Computing.programs.2_4","R.skills.1_1","R.skills.1_2","R.skills.1_3","R.skills.1_4","R.skills.1_5","R.skills.1_6","R.skills.1_7","R.skills.1_8","R.skills.1_9","R.skills.1_10","R.skills.2_1","R.skills.2_2","R.skills.2_3","R.skills.2_4","R.skills.2_5","R.skills.2_6","R.skills.2_7","R.skills.2_8","R.skills.2_9","R.skills.2_10","Math.skills.1_1","Math.skills.1_2","Math.skills.1_3","Math.skills.1_4","Math.skills.1_5","Math.skills.1_6","Math.skills.1_7","Math.skills.1_8","Math.skills.2_1","Math.skills.2_2","Math.skills.2_3","Math.skills.2_4","Math.skills.2_5","Math.skills.2_6","Math.skills.2_7","Math.skills.2_8","External.help_1","External.help_2","External.help_3","Perseverance","Computer.savviness","Effort","Engagement","Future.classes.1_1","Future.classes.2_1","Job.search","Dream.job","Foundational","PopEco","Quant","Found_current","Advanced_current","Advanced_previous","took_advanced_concurrent","took_R_before_advanced","group_5","group_3","group_4","Anxiety_pre","Anxiety_post","Math_skills_pre","Math_skills_post","Computing_pre","Computing_post","Anxiety_change","Math_skills_change","Computing_change","class_number"
"4/11/24 12:10","R_6rBCPF0SZa5v6Ij","5d3d9aa0","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","2 - 4 years old","Rarely","If given the choice, I would produce a graph in Excel for a lab report or presentation. I would have the data in the excel sheet and using the graphing functions on Excel to produce a graph by highlighting the data I want displayed. I would then change the way the graph looks using the editing tools.","I don't face significant challenges in learning R. I may be able to learn it better if I took another course on it just for more experience.","R simplifies some statistical analysis and can make nice figures. I am more confident in Excel but can see that learning R is a beneficial skill for me. It will make me more hire-able and competent in the field.","21","Female","White or Caucasian","No","Wildlife Ecology and Conservation","Junior","No","No","No","No","Yes","Yes",2,3,4,3,2,2,2,4,1,1,3,4,1,1,5,2,3,1,1,2,2,3,4,1,5,3,4,1,3,2,4,5,5,1,5,5,5,3,3,2,3,5,5,5,5,4,5,4,4,5,"4","5","2","2","3","3","4","1","2","5","3",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",2.5,4,3.875,4.625,2.33333333333333,3.25,1.5,0.75,0.916666666666667,1
"12/2/24 12:52","R_6Dkcl2vDUultRHH","66c48d9a","Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)","","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Windows","","2 - 4 years old","Rarely","I would first identify what type of data I'm working with and determine what question I am answering. Using R studio, I'd chose a model that best fits my data and use either base R or ggplot to create a graph with corresponding x and y labels with an informational caption underneath. I'd also add color and a key to improve the readability of the graph. ","Becoming confident in catching all mistakes in data sets, knowing what functions do what and when to use them, and knowing how to format my code so that the function will work. In class, I feel confident in my own code since I'm following a worksheet, but I'm worried how well I'd do with my own dataset with no worksheet to follow. ","I think in my future I will be using R since I'd like to continue doing research in wildlife ecology. I'd like to become more comfortable with data carpentry and using models since I feel like these would be important skills to have in this field. ","21","Non-binary","White or Caucasian,Asian","No","Wildlife Ecology and Conservation","Senior","No","No","No","No","I'm not sure","No",2,5,4,5,3,3,2,2,1,1,3,2,1,1,3,2,2,2,2,2,2,3,2,2,4,3,3,2,3,3,3,4,2,2,2,2,1,1,1,1,1,1,3,4,3,3,3,3,2,3,"4","3","2","3","2","3","4","2","4","5","4",1,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,"Foundational, Quant, and Pop Eco","Foundational and an advanced course","Foundational before advanced",1.5,3,1.25,3,2.16666666666667,3.08333333333333,1.5,1.75,0.916666666666667,1
"4/10/24 13:16","R_7Jg9bWLGy9SjXuF","66c48d9a","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","","","Windows","","2 - 4 years old","Sometimes","I would evaluate what kind of data I have and what kind of question I'm investigating in order to decide which graph I want to use. I'd probably use R studio as my programming language, and I'd use several colors or patterns to help the graph become visually appealing. ","Understanding how to format different functions, when the best time for using different functions, and how to use the function to its fullest extent. ","Calculations, simplification, and visualization of data. It's just a big stats calculator that helps scientists analyze their data. ","21","Non-binary","White or Caucasian,Asian","No","Wildlife Ecology and Conservation","Junior","No","No","No","Yes","I'm not sure","No",1,4,5,5,3,4,1,3,1,1,3,3,1,1,3,3,2,1,1,1,1,1,1,1,3,3,3,3,3,2,2,4,3,2,3,3,2,2,1,1,1,1,3,3,2,2,1,3,2,2,"3","2","2","3","2","3","4","2","3","5","3",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,"Foundational, Quant, and Pop Eco","Foundational and an advanced course","Foundational before advanced",1,2.5,1.75,2.25,1.41666666666667,2.91666666666667,1.5,0.5,1.5,2
"4/11/24 12:09","R_7lQgiGGPh6g83Nu","683fd65d","Quantitative Wildlife Ecology (WIS 4601)","","","","Mac","","2 - 4 years old","Sometimes","Before this class I definitely would have used excel to generate graphs. However, due to the greater quality as well as control, all of which I have learned in class, I would now us R, specifically ggplot, to generate these graphs. The exact process that I would use would be dependent on the context of the graph that I would be making.   ","None. ","Greater ability to be prepared for the workforce as well as candidate for hire. I have a greater understanding of statistics as well. ","22","Male","White or Caucasian","No","Natural Resource Conservation ","Senior","No","No","No","No","Yes","Yes",1,5,3,3,2,2,1,3,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,3,3,3,1,3,4,3,4,3,2,3,2,4,4,4,4,4,4,3,3,"3","4","2","5","3","3","4","2","3","4","3",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",3,4,3,3.75,1,2.83333333333333,1,0.75,1.83333333333333,1
"4/10/24 13:12","R_7mlPrSGp8kidN95","69375565","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","","","Windows","","0 - 2 years old","Rarely","I would organize the data properly , then determine which kind of graph is most appropriate, then i would use that graphing function on the data, and specify any  titles, colors, labels that i want. ","Being stressed about other classes definitely got in the way of me having the time to really sit down and properly learn some of the concepts.","They are definitely useful tools for carrying out very specific tasks. ","23","Prefer not to say","Other","No","NRC","Junior","Yes","","","","Yes","No",1,4,4,3,2,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,"2","3","2","2","2","3","2","3","4","2","3",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",2.5,3.5,2.125,3,1,2.16666666666667,1,0.875,1.16666666666667,1
"12/2/25 11:06","R_7q7YkYCd8Fw4fBZ","6c882239","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Windows","","2 - 4 years old","Rarely","With my new knowledge of R, I would try to produce the graph in R. I would do this by uploading my data into the system and using those variables to produce the graph needed. If I had trouble with this, I would likely try making the graph in Excel as well. ","My biggest challenge in learning R is remembering everything, but there is where repetition is important. Over time I have started to get the hang of it more, but there are still times where I forget how something should be done or I cannot figure out the approach to it. It is basically learning a new language so it can be a lot to remember and then apply. ","I see numerous benefits from using R as it is a resourceful tool. I personally see it as a beneficial tool and a great skill to know. It is also great for resumes and for future job opportunities. ","22","Female","White or Caucasian","No","Natural Resource Conservation ","Senior","No","No","No","No","Yes","No",1,5,4,3,2,2,1,4,1,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,4,4,5,5,4,5,5,4,4,3,4,4,5,5,5,4,4,3,4,4,5,"5","3","3","2","4","4","4","2","4","5","4",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",2.5,4,4.25,4.25,1,4.5,1.5,0,3.5,1
"12/2/25 13:49","R_3W4asZdevX6BByF","754765b8","Introduction to Wildlife Population Ecology (WIS 4501)","","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)","","Mac","","2 - 4 years old","Never","To make a graph in R, I would first load my dataset, summarize my data and check that the variables are formatted correctly. Then I would use a  function like barplot() for bar graphs or plot() for scatter plots. I would add labels, colors, or titles/axises to make a clear formatted graph. Once it looks good, I would save the plot by exporting it as a pdf.","A challenge for me when learning R is that my other classes take up a lot of my time. This makes it harder to practice coding. When I go too long without using R, it’s easy to forget certain steps. I need more consistency even when I’m not enrolled taking a course. ","Higher paid job positions. 
Being a qualified individual carrying a unique skill to have. 
Being able to analytically and statically use a program to determine management methods. 
","21","Female","White or Caucasian","Yes","Wildlife Ecology and Conservation","Senior","No","No","No","No","Yes","Yes",1,5,2,2,2,2,2,2,1,1,3,3,1,1,2,2,2,2,2,2,1,4,2,2,4,4,4,3,3,4,2,5,4,3,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,4,"4","4","4","4","3","4","4","4","5","5","4",1,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,"Foundational, Quant, and Pop Eco","Foundational and an advanced course","Foundational before advanced",4,4,2,3,2,3.66666666666667,0,1,1.66666666666667,1
"12/9/25 9:07","R_7FE4fuxxc1E9hrH","8015989c","Introduction to Wildlife Population Ecology (WIS 4501)","","Quantitative Wildlife Ecology (WIS 4601)","","Mac","","6+ years old","Rarely","","","","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4/10/24 13:14","R_2OE9s8nyG0uWyv4","83352107","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","","","Windows","","2 - 4 years old","Rarely","Make sure that you have all of the correct data stored for the graph needed (vector, data frame, etc.) then use whichever graph function correlated to the type of graph you need (histogram, boxplot, etc.). Then use main, xlab, ylab to label your graph. Then make sure to use figure captions for the graph. ","I am not very good with technology, and I sometimes had trouble seeing where I went wrong in my code. ","It helps in the future when applying for jobs if you know a computer programming language. It helps in research which is a big part of the wildlife field. ","19","Female","White or Caucasian","No","WEC","Sophomore","No","No","No","No","Yes","No",2,5,4,3,2,3,1,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,3,2,3,2,2,2,2,1,3,3,4,4,4,3,3,4,4,"3","3","3","3","2","3","3","3","4","4","3",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",2.5,3.5,2.125,3.625,1.08333333333333,3.83333333333333,1,1.5,2.75,1
"4/21/24 21:03","R_3QGeCGMCSFOMlLP","8447d712","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","","Rarely","I would probably google ""graph making site"" or use other programs I have used in the past such as PowerPoint or Canva. ","'- Not having any prior knowledge with coding.
- The last math class I took was 2 years prior to taking this course.
- Mental Health/ Personal life events
","'- I feel like it will be very beneficial in wildlife jobs and research I do in the future. If this class wasn't required I probably would never have learned how to code and use R. This class is teaching me a whole new skill that will make it easier for me if I need to use any of these tools in future jobs.","","","","","","","","","","","","No",1,4,5,3,3,2,1,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",2,3.5,NA,NA,1,3,1.5,NA,2,1
"12/2/24 11:05","R_5OffgKJaXc7ElRW","84b2cd17","Introduction to Wildlife Population Ecology (WIS 4501)","","Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)","","Windows","","2 - 4 years old","Rarely","","","","19","Male","White or Caucasian","No","Wildlife ecology and conservation","Senior","Yes","","","","No","No",1,5,2,3,4,2,1,3,1,2,4,3,1,2,1,1,1,1,1,1,1,1,1,1,5,4,4,3,3,5,4,2,3,4,3,2,1,1,2,1,1,1,4,4,4,4,4,4,4,4,"4","4","4","4","3","3","4","2","5","5","3",0,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",3.5,3,1.5,4,1,3.83333333333333,-0.5,2.5,2.83333333333333,1
"12/12/25 11:37","R_3Otesb5t02bVsNr","87acb443","Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)","","Other","Conservation Genetics (WIS 3553C)","Windows","","0 - 2 years old","Rarely","","","","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4/11/24 12:20","R_7OGelKkRFHeCU6t","89184849","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","2 - 4 years old","Rarely","Depending on the nature of the graph I could use r coding such as ggplot functions to create a graph of I could put data into excel and create a graph through that.","I wish I had more time to dedicate to coding. I’ve been so busy with school and extracurriculars that it’s hard for me to take the time I’d like to go through the worksheets and really learn and understand the code to the best of my abilities.","I think R can assess large data sets or run computations significantly faster and more efficiently than a person could do manually.","22","Female","Other","Yes","Wildlife Ecology & Conservation","Senior","Yes","No","No","Yes","Yes","No",2,4,5,4,3,3,2,3,1,1,3,3,1,1,2,2,1,1,1,1,2,2,1,1,5,4,4,3,3,3,4,5,3,1,3,2,1,1,2,2,1,3,4,5,4,4,4,3,3,4,"5","4","4","4","3","3","4","4","5","5","5",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",1.5,3,1.875,3.875,1.5,3.5,1.5,2,2,1
"12/2/24 10:47","R_7XjHMb5vLJq12ao","89943458","Quantitative Wildlife Ecology (WIS 4601)","","Other","Conservation Genetics (WIS3553C)","Windows","","2 - 4 years old","Rarely","I would likely use R having learned ways to do so it makes it much easier to create a visual than doing it by hand or in another program.","The biggest challenges is remembering different functions. Practice is another challenge that I feel can be hard, if I don’t have a class for it, I don’t think I’d be able to consistently retain how to use R.","Using programming languages helps assessing larger datasets and can create ways to make research accurate and provide an easy way to visualize it for the public","22","Male","White or Caucasian","Yes","Wildlife Ecology and Conservation ","Senior","No","No","Yes","Yes","Yes","Yes",2,5,5,4,2,3,1,2,1,1,3,2,1,1,3,2,2,1,1,2,1,2,2,1,5,3,4,1,2,4,2,5,3,2,2,3,2,1,1,1,1,2,4,4,4,3,3,3,3,3,"4","3","2","4","3","4","3","2","3","4","4",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",1.5,3.5,1.625,3.375,1.66666666666667,3.25,2,1.75,1.58333333333333,1
"12/2/25 13:36","R_6eSi8uW5FogBlUl","8d3608bf","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","Other","none","Other","ChromeOS","2 - 4 years old","Rarely","Today, I would take the data from my written notebook, and enter it into a R workplace in positcloud, and use R to create the needed figures and analyses. Earlier, I would have used excel, but I feel that the ability to use code to sort, filter, or apply calculations to data is more intuitive to me personally.","The main challenges I still face with R involve my knowledge of the built in graphing functions in R. I still have issues remembering how to add specific changes that I want to graphs using R code, as I just haven't used these functions to make these changes enough. Some examples of this include adding lines of best fit, adding labels in specific locations, and changing the grid format.","The main benefit I see in R is that it is very intuitive compared to other languages, in that there is a lot less specification needed when defining and using objects. In other languages I've used, errors are much more common because some object wasn't defined in the correct way. ","21","Male","White or Caucasian","No","Biology","Senior","No","No","No","No","Yes","Yes",1,5,2,4,2,3,1,3,3,1,3,3,3,1,1,2,1,5,2,1,4,3,1,1,4,4,3,5,5,4,4,4,4,2,4,5,2,5,2,4,3,2,4,5,2,5,2,4,3,3,"3","5","5","4","4","3","3","3","3","3","4",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",3,3.5,3.375,3.5,1.91666666666667,3.91666666666667,0.5,0.125,2,1
"4/10/24 13:12","R_2ZSuaQNPPfyTGgN","91165484","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934)","","","","Mac","","0 - 2 years old","Never","I would use one of the plot functions in R and change the necessary parameters for how I would like to present the data.","Nothing really, other than just how much information there is out there. It can be hard to reduce this down to what is necessary for what I want to do since there is so much.","Programming is immensely important because computers can do things that the human brain cannot. This is important for things like processing large amounts of data or doing multiple tasks at once.","28","Male","White or Caucasian","No","Biology","Senior","No","Yes","No","No","Yes","Yes",4,5,3,3,1,2,2,3,2,1,4,3,4,1,3,2,3,2,3,1,3,4,3,1,5,5,5,5,5,5,5,5,5,1,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,"4","5","5","5","4","3","3","5","5","5","5",1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"Foundational only","Foundational only","Foundational only",3,4.5,2.125,2.5,2.58333333333333,4.58333333333333,1.5,0.375,2,1
"4/12/24 11:36","R_6eWF3N4SHDt3Gn6","946b4590","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","2 - 4 years old","Rarely","I would go to posit cloud, upload my data that I would be using, and make a histogram or bar plot. ","It is very difficult, I can't make it to the labs, not a good math foundation","Good for a cv and job opportunities","20","Female","Asian","No","Wildlife Ecology and Conservation","Junior","No","No","No","Yes","No","No",1,2,4,4,4,4,1,3,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,4,3,3,1,2,2,2,3,3,1,2,2,2,1,1,1,3,1,3,3,3,2,3,3,3,2,"4","4","2","2","2","3","2","1","2","4","2",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",2,2,1.625,2.75,1.08333333333333,2.33333333333333,0,1.125,1.25,1
"12/2/24 17:07","R_34LT122guSg5BCG","bc57748c","Quantitative Wildlife Ecology (WIS 4601)","","Other","conservation genetics ","Windows","","2 - 4 years old","Rarely","I would most likely use excel to organize the data and make the graph. Then I would use Word to upload the figure and add captions. ","I feel as though I have a severe lack of foundation and background knowledge. ","It seems very time efficient and is able to complete tasks I would not be able to do on my own. ","21","Female","White or Caucasian","No","WEC","Senior","No","No","No","No","No","No",1,3,4,3,4,3,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,3,3,2,4,3,1,3,3,2,3,3,3,3,2,3,4,3,4,3,4,3,4,"4","3","1","4","1","4","4","1","4","5","4",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",2.5,2.5,2.75,3.5,1,2.75,0,0.75,1.75,1
"4/10/24 13:15","R_3cjOxARLSIWnmIp","bee230f3","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501)","","","","Windows","","4 - 6 years old","Rarely","Open R through the desktop application, upload the data (likely using read.csv), ensure the data looks correct using head() or another similar function, and use a graphing function like hist or plot to produce a graph with specifications to my liking (labels, colors, keys, etc).","When trying to troubleshoot or learn more information online, a lot of public forums or tutorials on R don't feel like they're aimed at beginners and require a lot of background knowledge about the program that I don't have. It can be difficult to get information outside of the classroom setting.","R is a good tool for analyzing data and is also used by a lot of agencies. Knowing how to use R (or similar programming languages) would help me be able to conduct research, work with data, and has the bonus of serving as a great bullet point on a CV.","20","Non-binary","White or Caucasian","No","Wildlife Ecology and Conservation","Senior","No","No","Yes","Yes","Yes","Yes",3,5,3,4,1,2,2,3,1,1,4,4,1,1,4,3,4,1,2,3,1,3,2,1,5,4,5,4,4,4,2,4,4,2,4,3,3,2,3,3,2,2,4,4,4,4,5,4,3,4,"4","1","2","2","3","3","3","3","4","5","5",1,1,0,TRUE,TRUE,FALSE,TRUE,FALSE,"Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced",2.5,4.5,2.75,4,2.41666666666667,3.91666666666667,2,1.25,1.5,1
"12/9/24 12:47","R_3NMbLevKK6xlgxH","c162606b","Quantitative Wildlife Ecology (WIS 4601),Other","STA3100","Introduction to Wildlife Population Ecology (WIS 4501)","","Windows","","2 - 4 years old","Rarely","","","","","","","","","","","","","","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4/11/24 12:11","R_3DUpGnrCnM6kSXd","c162606b","Quantitative Wildlife Ecology (WIS 4601),Other","WIS3553C","","","Windows","","2 - 4 years old","Rarely","","I think the fast paced environment of a university level class makes it hard to retain the information for when it is needed. Since we're learning so much code in little time, it is sometimes hard to remember how to code what's needed, but I am able to remember the process.","I want to keep pursuing research. Knowing how to use R ensures a competitive edge against other applicants and ensures independence in my own future projects.","21","Female","White or Caucasian","Yes","wildlife ecology and conservation","Junior","No","No","Yes","Yes","No","No",2,4,3,3,3,2,2,4,1,1,3,4,1,1,4,2,2,1,1,5,2,1,3,3,5,3,5,3,2,4,4,5,4,3,2,3,2,2,4,4,1,4,4,5,5,4,5,5,3,4,"4","3","5","4","3","4","5","4","5","5","5",0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",3,3.5,2.75,4.375,2.33333333333333,3.75,0.5,1.625,1.41666666666667,2
"4/10/24 13:15","R_7f66WPSyTQxBbd7","c5119a87","Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501)","","","","Windows","","2 - 4 years old","Rarely","Depends on the type of data I was working with, usually the stuff I'm given both at my work and in class would be stuff that I could likely sort out in excel and produce decent graphs in the powerpoint. If I knew a bit more about transferring data that I personally collect into R, then I would likely be more comfortable making graphs there. ","I still don't feel its as intuitive as I want it to be and there are a lot of commands to keep track of for coding exactly how I want to. There are many times where I feel like I perfectly understand what the questions asked of me are and I get the subject but I can't translate those thoughts to R","Definitely speeding up the processing of data and getting more meaningful results out of it once I become proficient enough at it. ","22","Male","White or Caucasian","Yes","Wildlife Ecology & Conservation","Senior","No","No","Yes","Yes","I'm not sure","No",1,4,2,4,1,3,3,4,1,1,5,4,1,1,3,4,3,2,1,3,3,4,3,2,3,5,5,4,3,4,4,5,3,2,3,5,3,3,4,4,3,3,4,5,4,3,5,5,4,4,"5","3","4","3","4","2","4","4","4","5","5",1,1,0,TRUE,TRUE,FALSE,TRUE,FALSE,"Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced",3,4,3.5,4.25,2.66666666666667,3.91666666666667,1,0.75,1.25,1
"12/2/25 12:42","R_7JOCtyiacPCfW6K","cbec6f92","Introduction to Wildlife Population Ecology (WIS 4501)","","Quantitative Wildlife Ecology (WIS 4601)","","Mac","","4 - 6 years old","Never","Either in R using ggplot or in Excel ","Classes that teach R do not require you to write your own code. You can get through Quantitative Ecology and Population Ecology just by copying and pasting code and editing the code written by the professor. ","It is a skill I can put on my CV and I will probably need to use it in future research jobs, so it is good to know. ","21","Female","White or Caucasian","No","Wildlife Ecology and Conservation","Senior","No","No","No","No","No","No",4,4,3,3,3,3,2,3,1,1,3,3,1,1,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,3,3,3,2,2,3,4,2,2,2,2,1,2,3,4,2,2,3,2,1,3,"2","3","2","3","3","3","4","3","3","4","2",0,1,1,FALSE,TRUE,TRUE,FALSE,FALSE,"Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only",3,3,2.25,2.5,2.33333333333333,2.66666666666667,0,0.25,0.333333333333333,1
"4/11/24 12:18","R_2UaWOwp9FIrovbn","cbee50e6","Quantitative Wildlife Ecology (WIS 4601)","","","","Windows","","0 - 2 years old","Sometimes","I would base how I produce the graph off of the information being presented in the report/presentation. I feel comfortable enough with R now to make pretty simple graphs and feel like I would be able to look up pieces of code to plug into my script as needed for simple tasks like changing dot symbols or colors. I feel like anything requiring more complex formatting would be much more difficult and frustrating if I was expected to do it alone. I would likely seek out mentors or tutors for assistance. Any manual adjustments to visual data I would likely draw myself on my iPad through the Procreate app since I feel more confident in my drawing skills than my coding skills.","The man challenges I feel are things like User Interface difficulties and vocabulary difficulties. I feel that often when I try to look up how to solve an issue in code, the answer provided often has code pieces in it that I am not familiar with that are not explained and I then have to try and track that information down. I am a visual learner and being able to define what each portion of the code does to the final product is very helpful, so blocking out pieces and defining them is very helpful like “ the section between these parentheses adjusts the color of the line” and highlighting that portion of the code.","I feel like R and other programming languages will be very beneficial for digital science communication as they provide avenues of visual organization that are much easier for people to read, and is significantly faster to create than manual drawings.","24","Prefer not to say","White or Caucasian","No","Wildlife Ecology and Conservation","Junior","Yes","Yes","No","Yes","No","No",1,4,5,5,3,3,1,2,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,2,4,2,1,4,3,2,1,1,1,1,1,5,4,3,3,2,3,2,3,"4","3","2","3","2","3","5","1","3","4","3",0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,"Quant or Pop Eco","Quant and/or Pop Eco only","Advanced only",1,3,1.75,3.125,1,2.66666666666667,2,1.375,1.66666666666667,1
