StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Participant ID,Current classes,Current classes_4_TEXT,Q35,Q35_4_TEXT,OS,OS_4_TEXT,Computer age,Laptop issues,Q30,Q31,Q32,R use#1_1,R use#2_1,Anxiety#1_1,Anxiety#1_2,Anxiety#2_1,Anxiety#2_2,Computing programs#1_1,Computing programs#1_2,Computing programs#1_3,Computing programs#1_4,Computing programs#2_1,Computing programs#2_2,Computing programs#2_3,Computing programs#2_4,R skills#1_1,R skills#1_2,R skills#1_3,R skills#1_4,R skills#1_5,R skills#1_6,R skills#1_7,R skills#1_8,R skills#1_9,R skills#1_10,R skills#2_1,R skills#2_2,R skills#2_3,R skills#2_4,R skills#2_5,R skills#2_6,R skills#2_7,R skills#2_8,R skills#2_9,R skills#2_10,Math skills#1_1,Math skills#1_2,Math skills#1_3,Math skills#1_4,Math skills#1_5,Math skills#1_6,Math skills#1_7,Math skills#1_8,Math skills#2_1,Math skills#2_2,Math skills#2_3,Math skills#2_4,Math skills#2_5,Math skills#2_6,Math skills#2_7,Math skills#2_8,External help_1,External help_2,External help_3,Perseverance,Computer savviness,Effort,Engagement,Future classes#1_1,Future classes#2_1,Job search,Dream job,Age,Gender,Race,Ethnicity,Major,Academic standing,Categories_1,Categories_2,Categories_3,Categories_4,High school math,High school particip
2024-04-11 12:00:54,2024-04-11 12:18:18,0,128.227.1.39,100,1044,1,2024-04-11 12:18:19,R_2UaWOwp9FIrovbn,,,,,29.6138,-82.386,anonymous,EN,1,cbee50e6,3,,,,2,,1,3,I would base how I produce the graph off of the information being presented in the report/presentation. I feel comfortable enough with R now to make pretty simple graphs and feel like I would be able to look up pieces of code to plug into my script as needed for simple tasks like changing dot symbols or colors. I feel like anything requiring more complex formatting would be much more difficult and frustrating if I was expected to do it alone. I would likely seek out mentors or tutors for assistance. Any manual adjustments to visual data I would likely draw myself on my iPad through the Procreate app since I feel more confident in my drawing skills than my coding skills.,"The man challenges I feel are things like User Interface difficulties and vocabulary difficulties. I feel that often when I try to look up how to solve an issue in code, the answer provided often has code pieces in it that I am not familiar with that are not explained and I then have to try and track that information down. I am a visual learner and being able to define what each portion of the code does to the final product is very helpful, so blocking out pieces and defining them is very helpful like “ the section between these parentheses adjusts the color of the line” and highlighting that portion of the code.","I feel like R and other programming languages will be very beneficial for digital science communication as they provide avenues of visual organization that are much easier for people to read, and is significantly faster to create than manual drawings.",1,4,5,5,3,3,1,2,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,2,4,2,1,4,3,2,1,1,1,1,1,5,4,3,3,2,3,2,3,4,3,2,3,2,3,5,1,3,4,3,24,5,1,2,Wildlife Ecology and Conservation,3,1,1,2,1,2,
2024-04-11 12:00:53,2024-04-11 12:20:58,0,128.227.1.42,100,1205,1,2024-04-11 12:20:58,R_7OGelKkRFHeCU6t,,,,,29.6138,-82.386,anonymous,EN,1,89184849,3,,,,2,,2,2,Depending on the nature of the graph I could use r coding such as ggplot functions to create a graph of I could put data into excel and create a graph through that.,I wish I had more time to dedicate to coding. I’ve been so busy with school and extracurriculars that it’s hard for me to take the time I’d like to go through the worksheets and really learn and understand the code to the best of my abilities.,I think R can assess large data sets or run computations significantly faster and more efficiently than a person could do manually.,2,4,5,4,3,3,2,3,1,1,3,3,1,1,2,2,1,1,1,1,2,2,1,1,5,4,4,3,3,3,4,5,3,1,3,2,1,1,2,2,1,3,4,5,4,4,4,3,3,4,5,4,4,4,3,3,4,4,5,5,5,22,2,6,1,Wildlife Ecology & Conservation,4,1,2,2,1,1,2
2024-04-11 12:00:52,2024-04-11 12:28:21,0,128.227.1.38,100,1648,1,2024-04-11 12:28:21,R_5qrdMH04vd756fh,,,,,29.6138,-82.386,anonymous,EN,1,0bac740a,3,,,,2,,2,2,"If it was an easy graph I would still use google docs or Excel because I still find those easier at this point. A more advanced graph or one that used more scientific data would be better to make in R. I know the plot, barplot, and hist functions fairly well and could make graphs with those. The other types of graphs I could also do as long as we did them in class because I downloaded all the lab assignments.",I just need more time to practice. I also need to be forced to practice because I won’t want to do it in my free time. Having to write my own code has been the most helpful way of learning it.,"It would make you very competitive I think in the job market. Also if you ever needed to take a remote job for a while, being able to use R is probably a good way to secure that.",1,4,5,5,4,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,3,3,3,4,3,1,3,3,2,2,2,2,1,2,3,4,4,3,3,3,2,3,5,2,2,2,3,3,4,1,3,5,3,20,1,1,2,"Wildlife Ecology and Conservation ",3,2,2,2,1,1,1
2024-04-11 11:41:04,2024-04-11 12:31:04,0,66.231.138.104,100,2999,1,2024-04-11 12:31:05,R_8cEQXgT2aLmP3W1,,,,,29.6467,-82.3284,anonymous,EN,1,24ef6bbc,"3,4",Supervised Research (FAS4911),,,2,,1,1,"I would format the data into R studio and make sure it was correctly loaded. Then I would examine the data to see which type of graph would fit best. Lastly, I would create my graph using the ggplot2 package because I believe that ggplot is much easier to use for graph creation than base R.","My biggest issue is memorization. I find it hard to remember what commands do what or I forget certain commands and I'm forced to look up guides online all the time. Of course, there's nothing wrong with using the internet for help, but I think having better memorization skills will just make my learning process much faster and make my coding abilities faster too.","I think R studio is more beneficial because it holds your hand and provides more guidance than standard R. I've never used other programming languages. Hence, it's hard to compare R to other languages. Still, between the two versions of R I've tried I think the extra help provided by R studio is extremely nice, especially for a beginner like myself.",5,5,4,5,3,4,3,4,1,1,3,4,1,1,3,3,3,1,2,3,2,3,3,1,4,4,4,1,2,4,3,4,3,1,4,4,4,3,2,1,2,2,4,5,4,4,3,2,2,3,4,5,2,4,4,4,4,3,4,5,3,21,3,1,1,Marine Science,3,2,2,2,2,1,2
2024-04-12 07:27:47,2024-04-12 07:45:05,0,128.227.239.104,100,1037,1,2024-04-12 07:45:05,R_7OoS00UCkalOwXr,,,,,29.6138,-82.386,anonymous,EN,1,44391174,3,,,,2,,2,1,"You would make the data set into a variable.  Then depending in what graph, you would run the function and add the necessary add ons. ",I do not have any challenges with learning R,"R is so useful when creating population models and predicting populations. ",2,5,5,3,2,2,1,3,1,2,4,3,1,2,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,4,3,3,4,4,3,3,2,1,1,1,1,1,3,4,3,3,3,2,3,3,5,3,4,5,3,3,4,2,4,5,3,18,1,1,2,Wildlife ecology and conservation,4,1,,,,3,2
2024-04-12 11:21:49,2024-04-12 11:36:51,0,172.59.65.44,100,901,1,2024-04-12 11:36:51,R_6eWF3N4SHDt3Gn6,,,,,30.223,-81.7595,anonymous,EN,1,946b4590,3,,,,2,,2,2,"I would go to posit cloud, upload my data that I would be using, and make a histogram or bar plot. ","It is very difficult, I can't make it to the labs, not a good math foundation",Good for a cv and job opportunities,1,2,4,4,4,4,1,3,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,4,3,3,1,2,2,2,3,3,1,2,2,2,1,1,1,3,1,3,3,3,2,3,3,3,2,4,4,2,2,2,3,2,1,2,4,2,20,2,4,2,Wildlife Ecology and Conservation,3,2,2,2,1,2,
2024-04-10 13:04:16,2024-04-10 19:20:50,0,104.222.18.161,22,22594,0,2024-04-17 19:20:52,R_2Rgf36jx4CKB2Hf,,,,,,,anonymous,EN,1,419e0d23,"1,4",Introduction to Conservation Genetics (WIS 3553C),,,2,,1,1,"If asked to do so today, I would produce a graph for a lab report or presentation using R by importing the necessary dataset into the program, installing appropriate packages and loading libraries, and then organizing the data in a manner that would allow me to use functions such as 'plot' to visualize the data. I would also add a chart title, axes titles, and adjust the ranges of the axes as needed, as well as add a caption.","One challenge that I feel stands in my way for learning R is consistent practice in order to truly learn how to use the program rather than simply memorize how to complete certain assignments. In addition, I believe there will likely be ""imperfect"" cases that I may struggle to problem-solve at first. In other words, there will be a need to troubleshoot issues that were not encountered in the homework assignments.","There are many benefits that I see coming from using R or other programming languages, such as being able to interpret and work with data more efficiently as well as being to share work and problem-solve with others. It can be a great way to visualize and manage larger sets of data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11 12:06:47,2024-04-11 12:07:52,0,184.185.222.15,22,64,0,2024-04-18 12:08:12,R_1qaYPGjMHyGZBE5,,,,,,,anonymous,EN,1,d8fa0285,3,,,,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11 12:03:02,2024-04-14 21:03:21,0,68.227.78.147,41,291619,0,2024-04-21 21:03:22,R_3QGeCGMCSFOMlLP,,,,,,,anonymous,EN,1,8447d712,3,,,,2,,,2,"I would probably google ""graph making site"" or use other programs I have used in the past such as PowerPoint or Canva. ","'- Not having any prior knowledge with coding.
- The last math class I took was 2 years prior to taking this course.
- Mental Health/ Personal life events
",'- I feel like it will be very beneficial in wildlife jobs and research I do in the future. If this class wasn't required I probably would never have learned how to code and use R. This class is teaching me a whole new skill that will make it easier for me if I need to use any of these tools in future jobs.,1,4,5,3,3,2,1,2,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21 18:01:59,2024-04-21 18:02:09,0,104.222.18.161,3,10,0,2024-04-28 18:02:10,R_7VxWWstniR4Lmlt,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 10:37:32,2024-12-02 10:47:23,0,172.56.75.37,100,590,1,2024-12-02 10:47:24,R_7XjHMb5vLJq12ao,,,,,28.4883,-81.4061,anonymous,EN,1,89943458,3,,4,Conservation Genetics (WIS3553C),2,,2,2,I would likely use R having learned ways to do so it makes it much easier to create a visual than doing it by hand or in another program.,"The biggest challenges is remembering different functions. Practice is another challenge that I feel can be hard, if I don’t have a class for it, I don’t think I’d be able to consistently retain how to use R.",Using programming languages helps assessing larger datasets and can create ways to make research accurate and provide an easy way to visualize it for the public,2,5,5,4,2,3,1,2,1,1,3,2,1,1,3,2,2,1,1,2,1,2,2,1,5,3,4,1,2,4,2,5,3,2,2,3,2,1,1,1,1,2,4,4,4,3,3,3,3,3,4,3,2,4,3,4,3,2,3,4,4,22,1,1,1,"Wildlife Ecology and Conservation ",4,2,2,1,1,1,1
2024-12-02 10:58:02,2024-12-02 11:05:42,0,184.185.222.10,100,459,1,2024-12-02 11:05:42,R_5OffgKJaXc7ElRW,,,,,29.6138,-82.386,anonymous,EN,1,84b2cd17,2,,"2,3",,2,,2,2,,,,1,5,2,3,4,2,1,3,1,2,4,3,1,2,1,1,1,1,1,1,1,1,1,1,5,4,4,3,3,5,4,2,3,4,3,2,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,5,5,3,19,1,1,2,Wildlife ecology and conservation,4,1,,,,2,
2024-12-02 11:02:34,2024-12-02 11:11:40,0,70.164.195.108,100,546,1,2024-12-02 11:11:41,R_5KYQ5vqa3zKn83L,,,,,29.6436,-82.3231,anonymous,EN,1,24ef6bbc,2,,"3,4",FAS4911,2,,1,2,"I would create the graph in R, specifically using the ggplot package to make it neater and faster to create.","Memorization. I often forget what commands mean and struggle to type out long lines of code without the help of a reference or the internet. Once I start, I can code for a while, but sometimes I become stumped due to forgetting commands or formatting.","I haven't used other programming languages and have only worked in R, so I cannot compare R to other programs, but I find the interface relatively easy to understand and use.",5,5,4,4,3,4,3,4,1,1,4,,1,1,3,3,3,2,2,3,2,4,3,2,4,3,4,3,2,4,2,5,3,2,4,4,3,3,2,3,2,3,4,5,4,3,3,3,3,4,4,5,4,3,5,4,4,4,4,5,4,22,3,1,1,Marine Science,4,2,2,2,2,1,2
2024-12-02 11:05:28,2024-12-02 11:24:17,0,128.227.1.13,100,1129,1,2024-12-02 11:24:17,R_3gUtEr6ow1ynAVK,,,,,29.6138,-82.386,anonymous,EN,1,22192819,2,,3,,2,,1,2,"Most likely using R. I do not know much about other coding programs, so R would be the best way to go considering my previous instruction with it. I would look over past assignments to see what code I need as well as google what other commands and packages there are. Likewise I would ask the PhD student in my lab for help. ","I feel like it’s very finicky, and not well known. My partner is really into computer science and coding, and they don’t understand R very well at all and say that it’s not too great of a program. I know it gets the job done for wildlife studies, but a comprehensive and easy guide for it would be so helpful considering I have nobody I can call at 1 am to help me. ","I think R is pretty good for just doing wildlife type stuff. Though Python would probably be easier, I think that because R is so focused on scientific uses, it’s easier to have something like that. One track mind. ",2,4,5,3,3,2,2,2,1,1,3,3,1,1,2,2,3,1,2,1,2,1,2,1,3,3,4,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,4,4,4,3,3,4,4,4,4,3,3,2,2,4,4,2,3,3,2,21,2,1,2,"Wildlife Ecology and Conservation ",4,2,2,2,2,1,2
2024-12-02 11:50:00,2024-12-02 11:50:34,0,184.185.222.11,100,33,1,2024-12-02 11:50:35,R_3hiupIIMWRBCTbb,,,,,29.6138,-82.386,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 11:50:46,2024-12-02 11:58:40,0,184.185.222.11,100,474,1,2024-12-02 11:58:41,R_7DnKvgHKdzBU945,,,,,29.6138,-82.386,anonymous,EN,1,00a378fb,"2,3",,"2,3",,2,,1,3,"ggplot(data, x,y) 
or I would plot(data) depending on what I working on",Understanding everything that going on a function,"I see several benefits including a higher pay in the job market, easy way to get through large datasets for research. ",2,4,5,5,4,5,2,2,1,1,3,2,1,1,4,3,2,1,2,2,2,2,2,2,,,3,2,4,3,4,3,3,3,2,1,1,1,2,1,1,1,2,3,3,2,2,3,2,3,1,4,2,5,1,5,4,1,2,4,3,21,2,"1,7",2,WEC,4,1,2,2,2,2,
2024-12-02 10:55:01,2024-12-02 12:52:32,0,98.180.123.125,100,7050,1,2024-12-02 12:52:33,R_6Dkcl2vDUultRHH,,,,,29.6825,-82.3606,anonymous,EN,1,66c48d9a,"2,3",,1,,2,,2,2,"I would first identify what type of data I'm working with and determine what question I am answering. Using R studio, I'd chose a model that best fits my data and use either base R or ggplot to create a graph with corresponding x and y labels with an informational caption underneath. I'd also add color and a key to improve the readability of the graph. ","Becoming confident in catching all mistakes in data sets, knowing what functions do what and when to use them, and knowing how to format my code so that the function will work. In class, I feel confident in my own code since I'm following a worksheet, but I'm worried how well I'd do with my own dataset with no worksheet to follow. ","I think in my future I will be using R since I'd like to continue doing research in wildlife ecology. I'd like to become more comfortable with data carpentry and using models since I feel like these would be important skills to have in this field. ",2,5,4,5,3,3,2,2,1,1,3,2,1,1,3,2,2,2,2,2,2,3,2,2,4,3,3,2,3,3,3,4,2,2,2,2,1,1,1,1,1,1,3,4,3,3,3,3,2,3,4,3,2,3,2,3,4,2,4,5,4,21,3,"1,4",2,Wildlife Ecology and Conservation,4,2,2,2,2,3,2
2024-12-02 14:11:01,2024-12-02 14:17:39,0,108.199.140.135,100,397,1,2024-12-02 14:17:40,R_1GBlOz2LQzcJlJa,,,,,29.6825,-82.3606,anonymous,EN,1,90b34434,4,Insect Ecology Lab (6203L),4,None,2,,3,2,I would first import my graph into R. Load GGPlots. Select the variables I am interested in graphing and select the appropriate graph. I would likely use ChatGPT to make my graph more aesthetic.,"Time. R is a large, daunting program and the classes associated with this program are often known to be difficult. Also, I feel that an understanding of statistics is needed for much of the classes associated with R.",R seems great for analyzing and visualizing my data.,5,5,3,2,3,2,3,4,1,2,3,4,1,3,4,4,4,2,2,4,3,5,3,1,4,4,4,2,2,4,3,5,3,1,4,4,3,5,3,2,3,2,4,4,3,5,3,2,3,2,3,5,3,3,4,4,4,2,2,2,3,24,,1,2,Entomology,7,2,2,2,2,1,1
2024-12-02 16:25:05,2024-12-02 16:35:17,0,174.64.127.75,100,611,1,2024-12-02 16:35:17,R_7j0tuo3edNUOfSN,,,,,29.6475,-82.404,anonymous,EN,1,22660ef5,3,,4,n/a,1,,3,1,"I would use R over posit cloud and probably use base R directions to create a graph depending on the data that I need to visualize. If the graph was more complicated I would probably use gg plot in posit cloud. ","Learning how to code with R probably is the biggest challenge. I don't have technological challenges but just understanding the language R uses was probably the biggest challenge. Luckily, I have some coding experience going into this that I have accumulated throughout my education. ","Being technologically savvy in a world/field that is becoming more and more tech heavy. Very helpful to have these skills under my belt when entering the workforce. ",1,5,3,2,2,2,1,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,3,4,4,4,4,1,3,3,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,3,4,5,4,22,1,1,2,Wildlife Ecology and Conservation,4,2,2,2,2,1,2
2024-12-02 17:01:39,2024-12-02 17:07:26,0,107.116.183.43,100,347,1,2024-12-02 17:07:27,R_34LT122guSg5BCG,,,,,30.1918,-81.6028,anonymous,EN,1,bc57748c,3,,4,"conservation genetics ",2,,2,2,"I would most likely use excel to organize the data and make the graph. Then I would use Word to upload the figure and add captions. ","I feel as though I have a severe lack of foundation and background knowledge. ","It seems very time efficient and is able to complete tasks I would not be able to do on my own. ",1,3,4,3,4,3,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,3,3,2,4,3,1,3,3,2,3,3,3,3,2,3,4,3,4,3,4,3,4,4,3,1,4,1,4,4,1,4,5,4,21,2,1,2,WEC,4,2,2,2,2,2,
2024-12-02 19:11:32,2024-12-02 19:22:59,0,128.227.1.17,100,687,1,2024-12-02 19:23:00,R_3XM624W6VM230KB,,,,,29.6138,-82.386,anonymous,EN,1,328dda81,"1,3",,4,None before,1,,2,2,"Using R
1) Download necessary data
2) View data and make sure there are no errors
3) Depending on what type of info we are needing to display would determine the graph I chose: plot(), hist(), barplot() 
4) Then I would make sure the correct data is selected for x and y axis, include a title, label my axis, include a legend and figure caption. ","None in particular. 
","Using R can be an amazing skill to use for future careers when dealing with statistics, probabilities, data, graphs, and math.  Programming is a unique language and shows that I’m adaptable to learning complex skills. ",1,5,3,3,1,1,1,3,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4,2,5,5,3,2,2,2,1,1,1,1,1,3,4,3,3,4,4,3,4,3,2,4,4,4,4,5,2,5,5,4,20,2,1,1,Wildlife Ecology and Conservation,3,2,2,2,2,1,1
2024-12-03 07:25:37,2024-12-03 07:35:33,0,128.227.231.218,100,595,1,2024-12-03 07:35:33,R_678crYf8dGe4N4D,,,,,29.6825,-82.3606,anonymous,EN,1,742659dd,4,Insect ecology,4,Biological science courses at OSU and introduction to biostatistics,2,,4,2,"I would go into R and first run an analysis for the data. For me, this is often as a lm or glm. I then use ggplot to plot the data and I would use this graph for a lab report or presentation. ","I think the biggest challenge with learning R is 1) not enough basic statistics understanding and 2) a lack of coding experience in any of biology education. ","R and other programming languages is the future of statistical analyses in science and as someone who wants to continue pursuing a research career, these skills are essential to any future career opportunities. Additionally, there is a plethora of material available to learn the basics of R, which really is an incredibly useful tool for developing models, running statistics, and generating figures. ",5,5,4,4,3,3,2,4,1,1,3,4,1,1,4,3,4,1,3,4,3,3,3,1,4,3,5,1,4,4,3,4,4,5,4,3,3,3,3,2,2,2,4,4,4,4,4,3,3,4,3,4,3,4,2,3,4,2,5,5,5,24,2,1,2,Entomology,7,2,2,2,1,1,2
2024-12-03 08:31:05,2024-12-03 08:41:08,0,70.171.33.225,100,603,1,2024-12-03 08:41:09,R_7iVdaMFeMRD2d2q,,,,,29.6138,-82.386,anonymous,EN,1,30e0cd63,1,,3,,2,,2,2,R or python,It is crucial to comprehend the reasoning and arguments presented in the background.,It is easy to plot in a customized way.,5,5,1,3,1,2,4,4,3,3,4,4,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,6,4,2,3,4,4,5,5,30,2,4,2,Forest Resource and Conservation,4,2,2,2,2,1,1
2024-12-04 07:38:54,2024-12-04 07:45:26,0,128.227.1.9,100,391,1,2024-12-04 07:45:26,R_14aVoIx8oZL1wnT,,,,,29.6138,-82.386,anonymous,EN,1,38321992,3,,1,,1,,2,2,"I would use R to produce graphs, much easier than microsoft or google and if you make mistakes it is easy to notice.",Trying to answer more of the complex coding questions instead of starting with the basics,many job opportunities in the future,4,5,4,4,2,3,2,2,1,1,3,2,1,1,3,3,2,2,2,3,2,3,2,2,5,4,3,2,3,4,4,5,3,2,3,3,2,2,2,2,2,2,4,5,3,3,4,3,3,4,4,5,3,3,3,4,4,5,5,5,5,21,2,1,2,Marine Science,4,2,2,2,2,2,
2024-12-04 08:39:33,2024-12-04 08:51:21,0,174.228.170.71,100,707,1,2024-12-04 08:51:21,R_13yvyzxxBEDs3Uq,,,,,28.6344,-81.6221,anonymous,EN,1,0bac740a,"1,2",,3,,2,,2,2,I would still use Excel/Powerpoint/word for graphs unless it was a scientific paper,"Time, it’s hard to make time for assignments while balancing all my other classes","It’s good for math, stats, graphs, and quantitative analysis ",1,3,5,5,3,4,2,3,1,1,3,3,1,1,3,2,3,2,2,1,2,4,3,1,4,2,4,2,3,1,3,4,3,1,4,4,2,2,3,2,2,2,4,4,2,2,3,3,2,3,4,3,2,3,3,3,3,3,2,2,2,21,1,1,2,"Wildlife ecology and conservation ",4,2,2,2,1,3,2
2024-12-04 15:19:07,2024-12-04 15:28:10,0,107.77.192.32,100,543,1,2024-12-04 15:28:11,R_6iqivNiwpdME0p3,,,,,42.4652,-83.3713,anonymous,EN,1,14dbf9be,"2,4",Introduction to Applied Statistics,"1,3",,2,,1,1,"I would use the ggplot package in R to create a graph ","Previously I felt like I didn’t have a lot of computer science experience and that made me feel unsure about using R but I am more confident now after taking a class on R and a few classes that have used it ",Being able to pursue a quantitative ecology-related field in the future and having more jobs available to me because of having skills in R,5,5,2,2,2,2,3,3,2,1,3,3,2,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,5,5,5,5,21,2,1,2,Wildlife Ecology and Conservation,4,2,2,2,2,2,
2024-12-05 12:23:27,2024-12-05 12:34:54,0,153.33.104.28,100,686,1,2024-12-05 12:34:54,R_7SnQeT53BRbOJYl,,,,,29.6467,-82.3284,anonymous,EN,1,e4aa8261,1,,4,N/A,1,,2,1,"I would either use base R if I had data that I know how to work with, but if it was unfamiliar, I would go to Google Sheets and create a graph directly from there. I would use google sheets for qualitative data as well. I feel like I do not yet have enough experience with R to know the ins and outs of figuremaking just yet. ","The ability to remember something after not having done it in a while, like for the final project review of this 4934 class having to do stuff with dataframes, loops, lists, etc. I feel like I have a hard time knowing how to do something without asking for help or looking something up if I haven't done it within the week, though I'm sure that with some practice I'll be better about that. ","The ability to have all your work in one place: text entries, code, figures, etc. instead of having to bounce around between excel, word, and other softwares. ",2,5,4,4,4,4,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,2,2,1,3,3,3,2,2,1,1,1,1,2,2,3,2,2,1,1,1,3,3,5,4,3,2,2,3,5,3,4,5,3,20,1,1,2,Wildlife Ecology & Conservation,3,2,2,2,2,3,2
2024-12-02 07:53:38,2024-12-02 07:53:50,0,128.227.144.134,3,11,0,2024-12-09 07:53:54,R_5EWD7O3v0g68gy3,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 10:44:47,2024-12-02 10:48:28,0,128.227.1.8,24,221,0,2024-12-09 10:48:30,R_5QDSn7nx3ifjSpY,,,,,,,anonymous,EN,1,f3cf9d00,2,,3,,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 10:53:22,2024-12-02 10:53:50,0,184.185.222.11,3,27,0,2024-12-09 10:53:51,R_1xSjv1UfM12whFP,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 12:32:00,2024-12-02 12:47:54,0,70.185.104.117,24,954,0,2024-12-09 12:47:58,R_3NMbLevKK6xlgxH,,,,,,,anonymous,EN,1,c162606b,"3,4",STA3100,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 16:51:04,2024-12-02 16:52:31,0,104.222.18.161,24,87,0,2024-12-09 16:52:36,R_68NXaQVT8PUYg2l,,,,,,,anonymous,EN,1,e7d8b257,3,,4,none,1,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 20:46:56,2024-12-03 20:46:59,0,64.238.167.15,3,3,0,2024-12-10 20:47:01,R_14kFXtkXZ2S2qfb,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-04 14:27:37,2024-12-04 14:28:25,0,108.199.140.146,3,47,0,2024-12-11 14:28:26,R_4njaT0QvJmusOm3,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
